id;quantity;disease;diseaseOnRoot;diseaseOnTrunk;diseaseOnCollar;diseaseOnCrown;idDisease;vigor;environmentBusyness;sidewalkProximity;isLast;diagnosisNote;developmentStatus;coord_x;coord_y;idDiagnosisYear;idSpecies;idSeedingYear;idStumpDiameter
4267;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913045.2;4225064.0;2013;Unknown;2006;10 à 20 cm
4268;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912916.4;4224911.0;2013;japonica;2004;10 à 20 cm
4269;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre jeune;1913195.8;4223579.5;2015;verrucosa;2005;10 à 20 cm
4270;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913661.0;4222509.5;2013;acerifolia;2004;30 à 40 cm
4271;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1914319.0;4223966.5;2014;petraea;2004;0 à 10 cm
4272;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914200.2;4222281.5;2015;utilis;2009;0 à 10 cm
4273;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912973.4;4225590.5;2014;acerifolia;2004;40 à 50 cm
4274;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914743.4;4222334.0;2013;siliquastrum;2004;0 à 10 cm
4275;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1913819.9;4225137.0;2015;excelsior;2004;10 à 20 cm
4276;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 5 ans;Arbre adulte;1913686.0;4225252.5;2015;excelsior;2004;20 à 30 cm
4277;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914046.2;4221815.0;2014;acerifolia;2004;0 à 10 cm
4278;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1915669.1;4225269.0;2015;styraciflua;2004;20 à 30 cm
4279;1;1;0;0;0;1;xxxK;vigueur intermédiaire;quelques passages;non;true;Arbre d'avenir normal;Arbre adulte;1914287.4;4224100.0;2014;campestris;2004;10 à 20 cm
4280;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912784.1;4222772.5;2015;Unknown;2009;10 à 20 cm
4281;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914423.2;4224040.0;2014;platyphyllos;2004;30 à 40 cm
4282;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912875.9;4224947.0;2013;japonica;2004;10 à 20 cm
4283;1;1;0;1;0;1;xTxK;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1915476.0;4224487.0;2015;acerifolia;2004;40 à 50 cm
4284;1;1;1;0;1;1;RxCK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 5 ans;Arbre adulte;1914730.1;4224018.5;2015;acerifolia;2004;40 à 50 cm
4285;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913565.1;4223072.0;2015;nigra;2004;0 à 10 cm
4286;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912558.2;4221506.5;2014;cordata;2004;30 à 40 cm
4287;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914641.2;4223972.5;2014;tomentosa;2004;40 à 50 cm
4288;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913864.6;4224706.0;2013;tomentosa;2004;40 à 50 cm
4289;1;1;0;1;0;1;xTxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914343.5;4221510.5;2015;floribunda;2004;0 à 10 cm
4290;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912940.4;4222742.0;2013;acerifolia;2004;30 à 40 cm
4291;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912957.4;4224937.5;2015;biloba;2004;20 à 30 cm
4292;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913192.0;4224846.5;2015;grandiflora;2004;20 à 30 cm
4293;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1913180.8;4223113.0;2013;tomentosa;2004;60 à 70 cm
4294;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914494.2;4223238.0;2014;acerifolia;2004;50 à 60 cm
4295;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914095.8;4221858.0;2014;acerifolia;2004;30 à 40 cm
4296;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914346.9;4224188.5;2015;alba;2004;10 à 20 cm
4297;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915266.1;4223210.5;2013;hippocastanum;2004;20 à 30 cm
4298;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914714.5;4222503.0;2014;platanoides;2004;20 à 30 cm
4299;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914837.0;4220481.0;2014;nigra;2004;20 à 30 cm
4300;1;1;1;1;0;1;RTxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 5 ans;Arbre vieillissant;1914336.5;4224046.5;2014;nigra;2004;40 à 50 cm
4301;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1915364.2;4222276.5;2015;henryana;2009;0 à 10 cm
4302;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914643.9;4223928.5;2014;tomentosa;2004;40 à 50 cm
4303;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1915123.5;4222601.0;2013;paniculata;2004;20 à 30 cm
4304;1;1;0;1;0;1;xTxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Unknown;Arbre adulte;1914875.1;4221517.5;2015;styraciflua;2004;20 à 30 cm
4305;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914733.6;4222590.5;2014;platanoides;2004;30 à 40 cm
4306;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913015.4;4221252.5;2014;acerifolia;2004;20 à 30 cm
4307;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1912616.5;4221788.5;2013;cordata;2006;30 à 40 cm
4308;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913194.9;4225125.0;2014;acerifolia;2004;50 à 60 cm
4309;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914195.4;4222192.0;2015;platanoides;2009;10 à 20 cm
4310;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912498.4;4222364.0;2014;Unknown;2004;30 à 40 cm
4311;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912505.9;4224173.0;2014;floribunda;2014;10 à 20 cm
4312;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915002.9;4225114.0;2014;acerifolia;2004;110 à 120 cm
4313;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1915771.5;4224477.5;2015;calleryana;2015;10 à 20 cm
4314;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913549.0;4223081.5;2015;nigra;2004;20 à 30 cm
4315;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912923.2;4224950.0;2015;tomentosa;2004;30 à 40 cm
4316;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915311.4;4225381.0;2015;calleryana;2004;10 à 20 cm
4317;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913880.0;4223401.5;2014;lawsoniana;2004;40 à 50 cm
4318;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913558.0;4223109.0;2015;campestris;2004;60 à 70 cm
4319;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915126.2;4223290.5;2014;calleryana;2004;20 à 30 cm
4320;1;1;0;1;0;1;xTxK;vieillissement dépérissement;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre vieillissant;1915993.0;4223404.0;2015;platanoides;2004;30 à 40 cm
4321;1;1;0;1;0;1;xTxK;vieillissement dépérissement;passages fréquents et arrêts fréquents;oui;true;Arbre à abattre dans les 5 ans;Arbre jeune;1914932.9;4222730.5;2015;sylvatica;2004;0 à 10 cm
4322;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1915483.1;4224576.5;2015;cordata;2004;20 à 30 cm
4323;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre vieillissant;1913866.0;4223194.5;2014;nigra;2004;50 à 60 cm
4324;1;1;0;1;0;0;xTxx;vieillissement dépérissement;passages fréquents et arrêts fréquents;oui;true;Arbre à abattre dans les 10 ans;Arbre jeune;1915873.1;4223134.5;2015;excelsior;2004;10 à 20 cm
4325;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915210.8;4222389.0;2013;acerifolia;2004;70 à 80 cm
4326;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1912907.8;4224789.0;2014;pseudoplatanus;2004;40 à 50 cm
4327;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915115.8;4221548.0;2014;Unknown;2004;20 à 30 cm
4328;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912682.6;4223168.0;2014;siliquastrum;2004;10 à 20 cm
4329;1;1;0;1;1;0;xTCx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1915427.0;4224522.5;2015;fraxinifolia;2004;10 à 20 cm
4330;1;1;1;1;1;1;RTCK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1912457.4;4221828.0;2013;platanoides;2004;20 à 30 cm
4331;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre adulte;1914608.1;4221341.0;2014;nigra;2008;30 à 40 cm
4332;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914888.6;4222981.0;2015;lawsoniana;2004;40 à 50 cm
4333;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912701.5;4225733.5;2014;cerris;2014;10 à 20 cm
4334;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913554.4;4223100.0;2015;nigra;2004;10 à 20 cm
4335;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915232.2;4222793.5;2013;nigra;2004;30 à 40 cm
4336;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre jeune;1913215.1;4225587.0;2013;alba;2013;10 à 20 cm
4337;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913269.0;4222758.5;2013;acerifolia;2004;20 à 30 cm
4338;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915270.6;4223563.0;2014;saccharinum;2004;20 à 30 cm
4339;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1915062.6;4222443.5;2013;tomentosa;2004;60 à 70 cm
4340;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914757.9;4222409.5;2015;sylvestris;2004;20 à 30 cm
4341;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914568.0;4224071.0;2014;cordata;2004;20 à 30 cm
4342;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1915329.5;4224792.0;2015;Unknown;2006;10 à 20 cm
4343;1;1;0;1;1;1;xTCK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912644.6;4221833.0;2013;platanoides;2004;40 à 50 cm
4344;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre jeune;1914709.8;4223835.0;2013;tomentosa;2009;10 à 20 cm
4345;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1915587.4;4222953.0;2015;petraea;2004;0 à 10 cm
4346;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914039.6;4222712.5;2013;acerifolia;2004;40 à 50 cm
4347;1;1;0;0;1;0;xxCx;vigueur intermédiaire;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914255.6;4222518.5;2015;verrucosa;2004;20 à 30 cm
4348;1;1;0;0;1;0;xxCx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1913547.8;4223617.0;2015;styraciflua;2004;10 à 20 cm
4349;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1914362.6;4221722.0;2015;willosa;2004;0 à 10 cm
4350;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1915663.9;4222519.5;2013;paniculata;2009;10 à 20 cm
4351;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912952.2;4225085.5;2015;tomentosa;2004;10 à 20 cm
4352;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1913436.8;4223481.5;2014;orientalis;2014;10 à 20 cm
4353;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912652.4;4223144.0;2014;saccharinum;2004;40 à 50 cm
4354;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914459.2;4221663.5;2013;acerifolia;2004;40 à 50 cm
4355;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912570.5;4222274.0;2013;platanoides;2004;30 à 40 cm
4356;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1916082.5;4223170.5;2015;campestris;2004;0 à 10 cm
4357;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913973.8;4221668.5;2015;nigra;2004;20 à 30 cm
4358;1;1;1;0;0;0;Rxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915266.9;4223053.0;2014;tulipifera;2004;40 à 50 cm
4359;1;1;0;1;0;0;xTxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914135.2;4224307.5;2013;saccharinum;2004;30 à 40 cm
4360;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914905.6;4222513.0;2014;atlantica;2004;60 à 70 cm
4361;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913174.9;4224893.5;2015;grandiflora;2004;20 à 30 cm
4362;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912370.0;4222210.0;2015;nigra;2004;10 à 20 cm
4363;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1914226.8;4222119.0;2015;utilis;2004;10 à 20 cm
4364;1;1;1;1;0;1;RTxK;vieillissement dépérissement;passages fréquents et arrêts fréquents;oui;true;Arbre à abattre dans les 5 ans;Arbre adulte;1913364.2;4222399.0;2014;pseudoacacia;2004;40 à 50 cm
4365;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912510.6;4223655.5;2014;nigra;2004;40 à 50 cm
4366;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1912825.1;4223756.5;2015;colurna;2005;10 à 20 cm
4367;1;1;1;0;1;0;RxCx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir incertain;Arbre adulte;1914079.4;4222475.0;2015;lawsoniana;2004;40 à 50 cm
4368;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913807.2;4222439.5;2014;tomentosa;2004;30 à 40 cm
4369;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915610.1;4222686.5;2013;acerifolia;2004;20 à 30 cm
4370;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1915330.4;4224735.0;2015;excelsior;2004;10 à 20 cm
4371;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913415.2;4224378.5;2014;americana;2004;20 à 30 cm
4372;1;1;1;0;0;1;RxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912703.1;4223122.0;2014;tomentosa;2004;40 à 50 cm
4373;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913951.2;4223285.0;2013;japonica;2004;Unknown
4374;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1912697.9;4223031.0;2015;nigra;2004;90 à 100 cm
4375;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914006.5;4222438.5;2015;acerifolia;2004;40 à 50 cm
4376;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913125.5;4222051.5;2013;acerifolia;2004;20 à 30 cm
4377;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1912457.0;4225980.0;2014;americana;2014;10 à 20 cm
4378;1;1;0;1;0;1;xTxK;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre à abattre dans les 10 ans;Arbre adulte;1913480.4;4225610.5;2015;acerifolia;2004;40 à 50 cm
4379;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre jeune;1914088.0;4224023.0;2014;canadensis;2014;10 à 20 cm
4380;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre jeune;1915235.5;4222661.5;2015;pseudoplatanus;2004;0 à 10 cm
4381;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912668.6;4221686.5;2013;excelsior;2004;80 à 90 cm
4382;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914746.5;4222274.0;2013;campestris;2004;20 à 30 cm
4383;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915492.1;4223686.5;2014;Unknown;2004;20 à 30 cm
4384;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914999.5;4225533.0;2013;acerifolia;2004;30 à 40 cm
4385;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir incertain;Arbre adulte;1913790.8;4224822.0;2013;tomentosa;2004;50 à 60 cm
4386;1;1;0;0;0;1;xxxK;vieillissement dépérissement;passages fréquents et arrêts fréquents;oui;true;Arbre à abattre dans les 5 ans;Arbre adulte;1912831.5;4221814.0;2013;platanoides;2004;20 à 30 cm
4387;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913270.2;4222627.0;2013;acerifolia;2004;20 à 30 cm
4388;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913908.6;4223335.5;2013;japonica;2004;Unknown
4389;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913466.2;4225652.5;2015;acerifolia;2004;20 à 30 cm
4390;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915046.0;4222707.5;2015;nigra;2004;50 à 60 cm
4391;1;0;0;0;0;0;xxxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1914159.1;4221624.0;2013;acerifolia;2004;20 à 30 cm
4392;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1912683.4;4222016.5;2013;cordata;2004;40 à 50 cm
4393;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre adulte;1913228.1;4222733.0;2013;campestris;2004;10 à 20 cm
4394;1;1;0;1;0;0;xTxx;vigueur intermédiaire;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913550.0;4223958.5;2015;calleryana;2004;20 à 30 cm
4395;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1915488.2;4223225.5;2015;tomentosa;2004;20 à 30 cm
4396;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre jeune;1912164.1;4226362.0;2014;magnifica;2014;10 à 20 cm
4397;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915570.9;4224098.5;2013;acerifolia;2004;80 à 90 cm
4398;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1912941.2;4225025.0;2015;tomentosa;2004;20 à 30 cm
4399;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir normal;Arbre adulte;1913153.2;4225206.0;2014;acerifolia;2004;50 à 60 cm
4400;1;1;0;0;0;1;xxxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913658.2;4223935.5;2015;monspessulanum;2004;10 à 20 cm
4401;1;1;0;1;0;1;xTxK;vieillissement dépérissement;passages fréquents et arrêts fréquents;non;true;Arbre d'avenir incertain;Arbre adulte;1915276.2;4225263.0;2015;grandiflora;2004;20 à 30 cm
4402;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents ou arrêts;oui;true;Arbre d'avenir normal;Arbre jeune;1912583.4;4225838.5;2014;ornus;2014;10 à 20 cm
4403;1;1;0;0;0;1;xxxK;vigueur intermédiaire;passages fréquents ou arrêts;non;true;Arbre d'avenir normal;Arbre adulte;1914822.5;4222269.0;2015;saccharinum;2004;10 à 20 cm
4404;1;0;0;0;0;0;xxxx;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1913777.0;4223646.0;2015;styraciflua;2004;10 à 20 cm
4405;1;1;0;1;0;1;xTxK;vigoureux;passages fréquents et arrêts fréquents;oui;true;Arbre d'avenir normal;Arbre adulte;1915776.0;4222888.5;2013;acerifolia;2004;70 à 80 cm
