coord_x;coord_y;stationID;sector;closestTrainStation;closestIndustrialZone;closestParking;closestRiver;closestMotorways;closestMall;closestRoads;environmentTypeCode;environmentTypeDesc;distanceToPollutionStation;IDPollutionStation
1914887.5;4222258.0;ESP764;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913022.0;4221246.5;ESP1331;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915048.1;4225223.5;ESP974;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915711.8;4223578.0;ESP628;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914450.4;4222252.5;ESP1111;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915324.1;4224747.0;ESP995;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912943.9;4222281.0;ESP1220;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915454.6;4223310.5;ESP1068;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915114.9;4224942.5;ESP588;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915237.4;4223943.5;ESP29;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1913054.0;4225712.5;ESP31186;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913990.6;4221371.5;ESP94;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914135.2;4221555.0;ESP545;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914509.9;4221748.0;ESP1418;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913524.6;4223645.5;ESP347;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914889.6;4222262.5;ESP764;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914878.6;4220863.0;ESP1125;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914431.8;4222261.5;ESP458;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914482.0;4222010.5;ESP562;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915311.1;4225838.5;ESP1322;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913084.4;4222170.5;ESP84;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913818.0;4222428.0;ESP244;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915286.4;4224630.0;ESP1218;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913029.4;4225770.0;ESP31186;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914871.4;4224419.5;ESP1327;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913516.2;4224103.0;ESP1134;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912700.4;4223085.5;ESP404;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915562.5;4222509.0;ESP644;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915532.1;4223343.5;ESP1068;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913162.6;4223033.5;ESP900;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913666.4;4223102.0;ESP1018;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913902.0;4223196.0;ESP417;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913291.6;4223053.0;ESP178;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914452.1;4222039.0;ESP763;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914286.0;4221994.5;ESP775;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914214.5;4222035.5;ESP915;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915558.8;4224129.0;ESP641;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913661.8;4223300.5;ESP1382;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914187.4;4221527.5;ESP222;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914815.1;4222309.0;ESP1386;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914272.8;4224093.5;ESP817;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912695.4;4223031.0;ESP405;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1914297.2;4221583.5;ESP36;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914292.1;4223330.5;ESP155;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914386.0;4223647.5;ESP127;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914668.8;4222295.5;ESP746;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913300.8;4222814.0;ESP116;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915946.0;4223610.0;ESP629;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1912511.2;4222526.5;ESP839;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914245.6;4221751.0;ESP1413;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915014.1;4225306.5;ESP359;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914330.6;4224026.5;ESP1310;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912623.1;4223132.0;ESP153;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914467.6;4221989.0;ESP1111;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913200.8;4223577.5;ESP57;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914099.5;4223188.0;ESP56;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914122.4;4223106.5;ESP1371;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912819.5;4224213.5;ESP275;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1914411.6;4221690.5;ESP217;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1916082.4;4223360.5;ESP625;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912569.5;4224285.0;ESP1180;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915378.0;4224681.5;ESP995;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914284.2;4224080.0;ESP817;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913982.8;4221352.5;ESP247;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915701.0;4223023.5;ESP449;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914346.5;4221577.0;ESP36;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915119.4;4222040.5;ESP759;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914274.5;4224202.0;ESP290;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913280.5;4222713.0;ESP116;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914367.4;4222034.5;ESP921;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913291.8;4224936.0;ESP1281;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912782.2;4223564.5;ESP873;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913618.9;4223290.5;ESP685;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913631.9;4223212.0;ESP1242;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914921.5;4225201.0;ESP592;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913657.6;4223172.0;ESP502;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914922.8;4222966.5;ESP156;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912904.4;4223571.5;ESP873;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912161.5;4226277.5;ESP33630;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912979.0;4224822.0;ESP794;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914443.8;4224232.5;ESP348;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915171.5;4222179.5;ESP176;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912920.1;4224894.0;ESP12;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914193.0;4222432.0;ESP989;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912526.9;4222255.5;ESP1228;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914169.2;4221765.0;ESP1270;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912595.4;4221964.5;ESP872;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915669.0;4225151.0;ESP278;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1912633.8;4222079.5;ESP872;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914313.5;4224207.5;ESP824;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914371.6;4224014.5;ESP170;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913483.1;4225182.5;ESP344;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914843.2;4222292.0;ESP432;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915438.4;4224502.0;ESP720;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915334.0;4225087.5;ESP495;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1912608.9;4223142.0;ESP662;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915087.1;4225147.0;ESP495;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1914314.2;4222036.0;ESP542;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915606.6;4225352.0;ESP278;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1914019.2;4224243.0;ESP1207;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912105.5;4226378.5;ESP1179;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914840.9;4222564.5;ESP1424;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912597.9;4223153.5;ESP1076;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915533.5;4224204.0;ESP641;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912598.4;4221918.0;ESP872;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914542.6;4224414.5;ESP285;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914260.2;4224080.5;ESP817;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915253.0;4223107.5;ESP878;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913845.9;4223513.0;ESP886;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915252.9;4225367.0;ESP495;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1913744.2;4223602.0;ESP655;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913432.8;4224461.5;ESP483;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914652.2;4222108.5;ESP100;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913651.5;4223740.0;ESP578;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913652.4;4224676.0;ESP32839;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912963.6;4224820.5;ESP794;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912720.0;4221799.0;ESP724;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914190.2;4223060.5;ESP241;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914944.5;4224523.5;ESP1038;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915361.8;4224609.0;ESP720;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914252.2;4224084.5;ESP817;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914594.4;4222115.0;ESP473;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912970.5;4225253.0;ESP194;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914224.0;4222008.5;ESP771;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913281.6;4222684.5;ESP116;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912526.6;4221961.5;ESP124;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914006.8;4223190.5;ESP416;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913085.2;4222763.0;ESP365;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914256.2;4222619.0;ESP28;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915976.0;4223636.0;ESP629;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1913701.0;4223189.5;ESP1242;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914316.2;4222182.0;ESP913;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912410.2;4224126.0;ESP165;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914936.8;4221402.0;ESP1408;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915024.4;4221431.0;ESP559;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913706.2;4222831.5;ESP736;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914489.2;4225181.0;ESP498;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915577.0;4223656.0;ESP639;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914188.6;4222106.0;ESP215;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913922.1;4223170.5;ESP424;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915244.0;4223080.0;ESP878;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913668.4;4225182.0;ESP108;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914165.5;4224324.5;ESP969;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913673.9;4225266.0;ESP1305;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1913688.6;4223324.5;ESP1382;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914291.2;4225022.0;ESP43;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915994.4;4223195.5;ESP177;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912960.8;4224981.5;ESP326;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915275.6;4224997.0;ESP362;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1912070.1;4226365.5;ESP33625;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1912713.5;4222823.5;ESP1333;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914206.8;4221581.5;ESP470;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914735.1;4225388.5;ESP591;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915312.4;4221881.5;ESP1107;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP065;Arbre d'enceintes fermées;-1.0;
1912432.6;4222186.0;ESP117;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915487.6;4223272.0;ESP703;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912608.9;4221833.5;ESP872;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914116.4;4221837.5;ESP221;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915061.8;4222625.0;ESP772;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915833.5;4223115.5;ESP1341;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912949.1;4222274.0;ESP1220;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915109.6;4222840.5;ESP738;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912796.0;4221299.0;ESP1233;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914468.9;4221968.5;ESP1111;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914752.2;4222559.0;ESP257;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915157.9;4225000.0;ESP588;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1912663.6;4221217.0;ESP836;3;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915834.2;4223131.0;ESP1341;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915227.6;4222775.5;ESP1423;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915653.8;4224561.0;ESP388;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1915114.1;4224753.5;ESP304;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1916083.6;4223174.0;ESP1344;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914787.9;4222375.0;ESP691;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915031.0;4224625.5;ESP233;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914605.4;4222043.0;ESP1271;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914622.0;4221701.0;ESP1267;6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1914911.1;4224430.5;ESP1327;2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
1915572.6;4223467.5;ESP646;5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1913416.4;4224463.5;ESP483;1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP151;Arbre de voirie;-1.0;
1914882.2;4222728.0;ESP684;4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;ESP174;Arbre d'espaces ouverts;-1.0;
