id;measure_date;station_name;unity;family_name;pollution_name;measure_value
1043;2005-07-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;-1
1044;2005-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;-1
1045;2005-07-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;-1
1046;2005-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;-1
1047;2005-07-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;-1
1048;2005-07-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;1,2
1049;2005-07-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1050;2005-07-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
1051;2005-07-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1052;2005-07-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1053;2005-07-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1054;2005-07-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1055;2005-07-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;52
1056;2005-07-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1057;2005-07-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;42
1058;2005-07-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
1059;2005-07-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
1060;2005-07-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;8,9
1061;2005-07-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;20
1062;2005-07-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;2
1063;2005-07-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;66
1064;2005-07-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;-1
1065;2005-08-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;16
1066;2005-08-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;2
1067;2005-08-01;Fontaine les Balmes;microg/m3;En continu;Ozone;56
1068;2005-08-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;-1
1069;2005-08-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;-1
1070;2005-08-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;-1
1071;2005-08-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
1072;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;-1
1073;2005-08-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;-1
1074;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;-1
1075;2005-08-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;-1
1076;2005-08-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1077;2005-08-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;-1
1078;2005-08-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1079;2005-08-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1080;2005-08-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1081;2005-08-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;-1
1082;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;-1
1083;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;-1
1084;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;-1
1085;2005-08-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1086;2005-08-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;19
1087;2005-08-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;0
1088;2005-08-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;-1
1089;2005-08-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1090;2005-08-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;-1
1091;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;-1
1092;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
1093;2005-08-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;2
1094;2005-08-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;-1
1095;2005-08-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;-1
1096;2005-08-01;Grenoble les Frenes;microg/m3;En continu;Ozone;53
1097;2005-08-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;-1
1098;2005-08-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;-1
1099;2005-08-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;-1
1100;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;-1
1101;2005-08-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;-1
1102;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;-1
1103;2005-08-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;-1
1104;2005-08-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;1
1105;2005-08-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1106;2005-08-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
1107;2005-08-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1108;2005-08-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1109;2005-08-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1110;2005-08-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1111;2005-08-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;48
1112;2005-08-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1113;2005-08-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;41
1114;2005-08-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
1115;2005-08-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
1116;2005-08-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;11
1117;2005-08-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;21
1118;2005-08-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;2
1119;2005-08-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;49
1120;2005-08-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;-1
1121;2005-09-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;22
1122;2005-09-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;6
1123;2005-09-01;Fontaine les Balmes;microg/m3;En continu;Ozone;42
1124;2005-09-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;-1
1125;2005-09-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;-1
1126;2005-09-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;-1
1127;2005-09-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
1128;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;-1
1129;2005-09-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;-1
1130;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;-1
1131;2005-09-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;-1
1132;2005-09-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1133;2005-09-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;-1
1134;2005-09-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1135;2005-09-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1136;2005-09-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1137;2005-09-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;-1
1138;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;-1
1139;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;-1
1140;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;-1
1141;2005-09-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1142;2005-09-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;25
1143;2005-09-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;1
1144;2005-09-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;-1
1145;2005-09-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1146;2005-09-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;-1
1147;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;-1
1148;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
1149;2005-09-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;6
1150;2005-09-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;-1
1151;2005-09-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;-1
1152;2005-09-01;Grenoble les Frenes;microg/m3;En continu;Ozone;36
1153;2005-09-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;-1
1154;2005-09-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;-1
1155;2005-09-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;-1
1156;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;-1
1157;2005-09-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;-1
1158;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;-1
1159;2005-09-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;-1
1160;2005-09-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;1,5
1161;2005-09-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1162;2005-09-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
1163;2005-09-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1164;2005-09-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1165;2005-09-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1166;2005-09-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1167;2005-09-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;59
1168;2005-09-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1169;2005-09-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;62
1170;2005-09-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
1171;2005-09-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
1172;2005-09-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;17,8
1173;2005-09-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;29
1174;2005-09-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;10
1175;2005-09-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;33
1176;2005-09-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;-1
1177;2005-10-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;28
1178;2005-10-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;13
1179;2005-10-01;Fontaine les Balmes;microg/m3;En continu;Ozone;20
1180;2005-10-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;-1
1181;2005-10-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;-1
1182;2005-10-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;-1
1183;2005-10-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
1184;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;-1
1185;2005-10-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;-1
1186;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;-1
1187;2005-10-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;-1
1188;2005-10-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1189;2005-10-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;-1
1190;2005-10-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1191;2005-10-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1192;2005-10-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1193;2005-10-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;-1
1194;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;-1
1195;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;-1
1196;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;-1
1197;2005-10-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1198;2005-10-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;28
1199;2005-10-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;3
1200;2005-10-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;-1
1201;2005-10-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1202;2005-10-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;-1
1203;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;-1
1204;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
1205;2005-10-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;17
1206;2005-10-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;-1
1207;2005-10-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;-1
1208;2005-10-01;Grenoble les Frenes;microg/m3;En continu;Ozone;18
1209;2005-10-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;-1
1210;2005-10-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;-1
1211;2005-10-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;-1
1212;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;-1
1213;2005-10-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;-1
1214;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;-1
1215;2005-10-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;-1
1216;2005-10-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;1,9
1217;2005-10-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1218;2005-10-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
1219;2005-10-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1220;2005-10-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1221;2005-10-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1222;2005-10-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1223;2005-10-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;56
1224;2005-10-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1225;2005-10-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;82
1226;2005-10-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
1227;2005-10-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
1228;2005-10-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;22,8
1229;2005-10-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;32
1230;2005-10-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;24
1231;2005-10-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;15
1232;2005-10-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;-1
1233;2005-11-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;35
1234;2005-11-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;24
1235;2005-11-01;Fontaine les Balmes;microg/m3;En continu;Ozone;14
1236;2005-11-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;-1
1237;2005-11-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;-1
1238;2005-11-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;-1
1239;2005-11-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
1240;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;-1
1241;2005-11-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;-1
1242;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;-1
1243;2005-11-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;-1
1244;2005-11-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1245;2005-11-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;-1
1246;2005-11-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1247;2005-11-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1248;2005-11-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1249;2005-11-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;-1
1250;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;-1
1251;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;-1
1252;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;-1
1253;2005-11-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1254;2005-11-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;37
1255;2005-11-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;4
1256;2005-11-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;-1
1257;2005-11-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1258;2005-11-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;-1
1259;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;-1
1260;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
1261;2005-11-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;27
1262;2005-11-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;-1
1263;2005-11-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;-1
1264;2005-11-01;Grenoble les Frenes;microg/m3;En continu;Ozone;12
1265;2005-11-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;-1
1266;2005-11-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;-1
1267;2005-11-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;-1
1268;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;-1
1269;2005-11-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;-1
1270;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;-1
1271;2005-11-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;-1
1272;2005-11-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;2,4
1273;2005-11-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1274;2005-11-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
1275;2005-11-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1276;2005-11-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1277;2005-11-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1278;2005-11-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1279;2005-11-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;57
1280;2005-11-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1281;2005-11-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;92
1282;2005-11-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
1283;2005-11-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
1284;2005-11-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;19,5
1285;2005-11-01;Saint-Martin d'Heres;microg/m3;En continu;Dioxyde d'azote;39
1286;2005-11-01;Saint-Martin d'Heres;microg/m3;En continu;Monoxyde d'azote;43
1287;2005-11-01;Saint-Martin d'Heres;microg/m3;En continu;Ozone;11
1288;2005-11-01;Saint-Martin d'Heres;microg/m3;En continu;Particules PM10;-1
1289;2005-12-01;Fontaine les Balmes;microg/m3;En continu;Dioxyde d'azote;40
1290;2005-12-01;Fontaine les Balmes;microg/m3;En continu;Monoxyde d'azote;21
1291;2005-12-01;Fontaine les Balmes;microg/m3;En continu;Ozone;13
1292;2005-12-01;Fontaine les Balmes;microg/m3;En continu;Particules PM10;-1
1293;2005-12-01;Grenoble Grands Boulevards;microg/m3;En continu;Dioxyde d'azote;-1
1294;2005-12-01;Grenoble Grands Boulevards;microg/m3;En continu;Monoxyde d'azote;-1
1295;2005-12-01;Grenoble Grands Boulevards;microg/m3;En continu;Particules PM10;-1
1296;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Antimoine;-1
1297;2005-12-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Arsenic;-1
1298;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Baryum;-1
1299;2005-12-01;Grenoble les Frenes;microg/m3;Volatil;Benzène;-1
1300;2005-12-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1301;2005-12-01;Grenoble les Frenes;nanog/m3;En différé;Benzo(a)pyrène;-1
1302;2005-12-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1303;2005-12-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1304;2005-12-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1305;2005-12-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Cadmium;-1
1306;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Chrome;-1
1307;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cobalt;-1
1308;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Cuivre;-1
1309;2005-12-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1310;2005-12-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde d'azote;40
1311;2005-12-01;Grenoble les Frenes;microg/m3;En continu;Dioxyde soufre;11
1312;2005-12-01;Grenoble les Frenes;microg/m3;Volatil;EthylBenzene;-1
1313;2005-12-01;Grenoble les Frenes;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1314;2005-12-01;Grenoble les Frenes;microg/m3;Volatil;m+p-Xylène;-1
1315;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Manganèse;-1
1316;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Mercure;-1
1317;2005-12-01;Grenoble les Frenes;microg/m3;En continu;Monoxyde d'azote;23
1318;2005-12-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Nickel;-1
1319;2005-12-01;Grenoble les Frenes;microg/m3;Volatil;o-Xylene;-1
1320;2005-12-01;Grenoble les Frenes;microg/m3;En continu;Ozone;12
1321;2005-12-01;Grenoble les Frenes;microg/m3;En continu;Particules PM10;-1
1322;2005-12-01;Grenoble les Frenes;microg/m3;En continu;Particules PM2,5;-1
1323;2005-12-01;Grenoble les Frenes;nanog/m3;En différé, métaux lourds;Plomb;-1
1324;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Thallium;-1
1325;2005-12-01;Grenoble les Frenes;microg/m3;Volatil;Toluène;-1
1326;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Vanadium;-1
1327;2005-12-01;Grenoble les Frenes;nanog/m3;Métaux lourds;Zinc;-1
1328;2005-12-01;Grenoble Rocade Sud;microg/m3;Volatil;Benzène;2,6
1329;2005-12-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(a)anthracène;-1
1330;2005-12-01;Grenoble Rocade Sud;nanog/m3;En différé;Benzo(a)pyrène;-1
1331;2005-12-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(b)fluoranthène;-1
1332;2005-12-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(j)fluoranthène;-1
1333;2005-12-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Benzo(k)fluoranthène;-1
1334;2005-12-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Dibenzo(a,h)anthracène;-1
1335;2005-12-01;Grenoble Rocade Sud;microg/m3;En continu;Dioxyde d'azote;60
1336;2005-12-01;Grenoble Rocade Sud;nanog/m3;Hydrocarbure;Indéno(1,2,3-cd)pyrène;-1
1337;2005-12-01;Grenoble Rocade Sud;microg/m3;En continu;Monoxyde d'azote;89
1338;2005-12-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM10;-1
1339;2005-12-01;Grenoble Rocade Sud;microg/m3;En continu;Particules PM2,5;-1
1340;2005-12-01;Grenoble Rocade Sud;microg/m3;Volatil;Toluène;15,1
