ID;root;trunk;collar;crown;diseases
3784;0;0;0;0;xxxx
3785;0;0;0;0;xxxx
3786;0;0;0;0;xxxx
3787;0;0;0;0;xxxx
3788;0;1;0;1;xTxK
3789;0;0;0;0;xxxx
3790;0;0;0;0;xxxx
3791;0;0;0;0;xxxx
3792;0;0;0;0;xxxx
3793;0;0;0;0;xxxx
3794;0;0;0;0;xxxx
3795;0;1;0;0;xTxx
3796;0;0;0;0;xxxx
3797;0;0;0;1;xxxK
3798;0;0;0;0;xxxx
3799;0;0;0;0;xxxx
3800;0;0;0;0;xxxx
3801;0;0;0;1;xxxK
3802;0;0;0;0;xxxx
3803;0;1;0;0;xTxx
3804;0;0;0;0;xxxx
3805;0;0;0;0;xxxx
3806;1;0;0;0;Rxxx
3807;0;0;0;1;xxxK
3808;0;0;0;0;xxxx
3809;0;0;0;0;xxxx
3810;0;0;0;0;xxxx
3811;0;0;0;0;xxxx
3812;0;0;0;0;xxxx
3813;0;0;0;0;xxxx
3814;0;0;0;0;xxxx
3815;0;0;0;0;xxxx
3816;0;1;0;0;xTxx
3817;0;0;0;0;xxxx
3818;1;0;0;0;Rxxx
3819;0;0;0;0;xxxx
3820;0;0;0;0;xxxx
3821;0;0;0;0;xxxx
3822;0;0;0;0;xxxx
3823;0;0;0;0;xxxx
3824;0;0;0;1;xxxK
3825;0;0;0;0;xxxx
3826;0;0;0;0;xxxx
3827;0;0;0;0;xxxx
3828;0;0;0;1;xxxK
3829;0;0;0;0;xxxx
3830;0;0;0;0;xxxx
3831;0;0;0;0;xxxx
3832;0;0;0;0;xxxx
3833;0;0;0;0;xxxx
3834;0;1;0;1;xTxK
3835;0;0;0;1;xxxK
3836;0;0;0;0;xxxx
3837;0;0;0;0;xxxx
3838;0;0;0;0;xxxx
3839;0;0;0;0;xxxx
3840;1;0;0;0;Rxxx
3841;0;0;0;0;xxxx
3842;0;0;0;0;xxxx
3843;0;1;0;1;xTxK
3844;0;0;0;0;xxxx
3845;0;1;0;1;xTxK
3846;0;0;0;0;xxxx
3847;0;0;0;0;xxxx
3848;0;0;0;0;xxxx
3849;0;0;0;1;xxxK
3850;0;0;0;1;xxxK
3851;0;0;0;0;xxxx
3852;0;0;0;0;xxxx
3853;0;0;0;0;xxxx
3854;1;0;0;1;RxxK
3855;0;0;0;0;xxxx
3856;0;0;0;0;xxxx
3857;0;0;0;0;xxxx
3858;0;0;0;0;xxxx
3859;0;0;0;0;xxxx
3860;0;0;0;0;xxxx
3861;0;0;0;0;xxxx
3862;0;0;0;0;xxxx
3863;0;0;0;0;xxxx
3864;0;0;0;0;xxxx
3865;0;0;1;0;xxCx
3866;0;0;0;0;xxxx
3867;0;0;0;0;xxxx
3868;0;0;0;0;xxxx
3869;0;0;0;0;xxxx
3870;0;0;0;0;xxxx
3871;0;0;0;0;xxxx
3872;0;0;0;0;xxxx
3873;0;0;0;0;xxxx
3874;0;0;0;0;xxxx
3875;0;1;0;0;xTxx
3876;0;0;0;0;xxxx
3877;0;0;0;0;xxxx
3878;1;0;0;0;Rxxx
3879;0;0;0;0;xxxx
3880;0;0;0;1;xxxK
3881;0;0;0;0;xxxx
3882;0;0;0;0;xxxx
3883;0;0;0;0;xxxx
3884;0;0;0;0;xxxx
3885;0;0;0;0;xxxx
3886;0;1;0;0;xTxx
3887;0;0;0;1;xxxK
3888;0;0;0;0;xxxx
3889;0;0;0;0;xxxx
3890;0;0;0;0;xxxx
3891;0;1;1;1;xTCK
3892;0;0;0;0;xxxx
3893;0;0;0;0;xxxx
3894;0;0;0;0;xxxx
3895;0;0;0;1;xxxK
3896;0;0;0;0;xxxx
3897;0;0;0;0;xxxx
3898;0;0;0;0;xxxx
3899;0;0;0;0;xxxx
3900;1;1;1;0;RTCx
3901;0;0;0;0;xxxx
3902;0;0;0;0;xxxx
3903;1;0;1;1;RxCK
3904;0;0;0;1;xxxK
3905;0;1;0;1;xTxK
3906;0;0;0;0;xxxx
3907;0;0;0;0;xxxx
3908;0;0;0;0;xxxx
3909;0;0;0;0;xxxx
3910;0;0;0;0;xxxx
3911;0;0;0;1;xxxK
3912;0;0;0;0;xxxx
3913;0;0;0;1;xxxK
3914;0;0;0;0;xxxx
3915;0;0;0;0;xxxx
3916;0;0;0;1;xxxK
3917;0;0;0;0;xxxx
3918;0;0;0;0;xxxx
3919;0;0;0;1;xxxK
3920;0;0;0;0;xxxx
3921;0;0;0;0;xxxx
3922;0;0;0;0;xxxx
3923;1;0;0;0;Rxxx
3924;0;0;0;0;xxxx
3925;0;0;0;0;xxxx
3926;0;0;0;0;xxxx
3927;0;0;0;0;xxxx
3928;0;1;0;0;xTxx
3929;0;0;0;1;xxxK
3930;0;0;0;0;xxxx
3931;0;0;0;0;xxxx
3932;0;0;0;0;xxxx
3933;0;0;0;0;xxxx
3934;0;0;0;0;xxxx
3935;0;0;0;0;xxxx
3936;0;0;0;0;xxxx
3937;0;0;0;1;xxxK
3938;0;1;0;0;xTxx
3939;0;0;0;1;xxxK
3940;0;0;0;0;xxxx
3941;0;0;1;1;xxCK
3942;0;0;0;0;xxxx
3943;0;1;0;0;xTxx
3944;0;0;0;1;xxxK
3945;0;0;0;0;xxxx
3946;1;0;0;0;Rxxx
3947;0;0;0;1;xxxK
3948;0;1;1;0;xTCx
3949;0;0;0;0;xxxx
3950;0;0;0;0;xxxx
3951;0;0;0;0;xxxx
3952;0;0;0;0;xxxx
3953;0;1;1;1;xTCK
3954;0;0;0;0;xxxx
3955;0;0;0;0;xxxx
3956;0;0;0;1;xxxK
3957;0;0;0;0;xxxx
3958;0;0;0;1;xxxK
3959;0;0;0;0;xxxx
3960;0;0;0;0;xxxx
3961;0;0;0;0;xxxx
3962;0;1;0;1;xTxK
3963;0;0;0;0;xxxx
3964;0;0;0;0;xxxx
3965;0;0;0;1;xxxK
3966;0;0;0;0;xxxx
3967;0;0;0;0;xxxx
3968;0;0;0;1;xxxK
3969;0;0;0;0;xxxx
3970;0;0;0;1;xxxK
3971;0;0;0;0;xxxx
3972;0;0;0;1;xxxK
3973;0;0;0;1;xxxK
3974;0;0;0;0;xxxx
3975;0;0;0;0;xxxx
3976;0;1;1;0;xTCx
3977;0;0;0;0;xxxx
3978;0;0;0;0;xxxx
3979;0;0;0;1;xxxK
3980;0;0;0;1;xxxK
3981;0;0;0;0;xxxx
3982;0;0;0;0;xxxx
3983;0;0;0;0;xxxx
3984;0;0;0;1;xxxK
3985;0;0;0;0;xxxx
3986;0;1;0;1;xTxK
3987;0;0;1;0;xxCx
3988;0;0;0;0;xxxx
3989;0;0;0;0;xxxx
3990;0;0;0;0;xxxx
3991;0;0;0;0;xxxx
3992;0;0;0;1;xxxK
3993;0;0;0;0;xxxx
3994;1;1;0;0;RTxx
3995;0;0;0;1;xxxK
3996;0;0;0;0;xxxx
3997;1;0;0;0;Rxxx
3998;0;0;0;0;xxxx
3999;0;0;0;0;xxxx
4000;0;0;0;0;xxxx
4001;0;0;0;0;xxxx
4002;0;0;0;0;xxxx
4003;0;0;0;0;xxxx
4004;0;0;0;0;xxxx
4005;0;1;0;0;xTxx
4006;0;0;0;0;xxxx
4007;0;0;0;0;xxxx
4008;0;0;0;0;xxxx
4009;0;1;1;0;xTCx
4010;0;0;0;0;xxxx
4011;0;0;0;0;xxxx
4012;0;0;0;0;xxxx
4013;0;0;1;0;xxCx
4014;0;0;0;0;xxxx
4015;0;0;0;0;xxxx
4016;0;0;0;0;xxxx
4017;0;0;0;1;xxxK
4018;0;0;0;0;xxxx
4019;0;0;0;0;xxxx
4020;0;0;0;0;xxxx
4021;0;0;0;0;xxxx
4022;0;0;0;1;xxxK
4023;0;0;0;0;xxxx
4024;0;1;0;0;xTxx
4025;0;0;0;0;xxxx
4026;0;0;0;0;xxxx
4027;0;0;0;1;xxxK
4028;0;0;1;0;xxCx
4029;0;0;0;0;xxxx
4030;0;0;0;0;xxxx
4031;0;0;0;0;xxxx
4032;0;1;0;1;xTxK
4033;0;0;0;0;xxxx
4034;0;0;0;0;xxxx
4035;0;0;0;0;xxxx
4036;0;1;0;0;xTxx
4037;0;0;0;0;xxxx
4038;0;0;0;0;xxxx
4039;1;1;0;0;RTxx
4040;0;1;0;0;xTxx
4041;0;0;0;0;xxxx
4042;0;0;0;0;xxxx
4043;0;0;0;1;xxxK
4044;0;0;0;1;xxxK
4045;0;0;0;1;xxxK
4046;0;0;0;1;xxxK
4047;0;0;0;0;xxxx
4048;0;0;0;0;xxxx
4049;0;1;0;1;xTxK
4050;0;0;0;0;xxxx
4051;0;0;0;0;xxxx
4052;0;0;0;1;xxxK
4053;0;0;0;1;xxxK
4054;0;0;0;0;xxxx
4055;0;0;0;0;xxxx
4056;0;0;0;0;xxxx
4057;0;0;0;1;xxxK
4058;0;1;0;0;xTxx
4059;0;0;0;1;xxxK
4060;0;0;0;0;xxxx
4061;0;0;0;1;xxxK
4062;0;0;0;0;xxxx
4063;0;0;0;1;xxxK
4064;0;0;0;0;xxxx
4065;0;0;0;0;xxxx
4066;1;0;1;1;RxCK
4067;0;0;0;0;xxxx
4068;0;0;0;1;xxxK
4069;1;1;1;0;RTCx
4070;0;0;0;0;xxxx
4071;0;0;0;0;xxxx
4072;0;0;0;0;xxxx
4073;0;0;0;0;xxxx
4074;0;0;0;0;xxxx
4075;0;0;0;0;xxxx
4076;0;0;0;0;xxxx
4077;0;0;0;0;xxxx
4078;0;0;0;0;xxxx
4079;0;1;0;0;xTxx
4080;0;0;0;0;xxxx
4081;0;0;0;1;xxxK
4082;0;0;0;0;xxxx
4083;0;0;0;0;xxxx
4084;0;1;0;0;xTxx
4085;0;0;0;0;xxxx
4086;0;0;0;0;xxxx
4087;0;0;0;0;xxxx
4088;0;0;0;1;xxxK
4089;0;0;0;1;xxxK
4090;0;0;0;0;xxxx
4091;0;0;0;0;xxxx
4092;0;0;0;0;xxxx
4093;0;0;1;1;xxCK
4094;0;0;0;0;xxxx
4095;0;0;0;1;xxxK
4096;0;1;0;1;xTxK
4097;0;0;0;1;xxxK
4098;0;0;0;1;xxxK
4099;0;0;0;0;xxxx
4100;0;0;0;1;xxxK
4101;0;0;0;1;xxxK
4102;0;0;0;0;xxxx
4103;0;0;0;0;xxxx
4104;0;0;0;0;xxxx
4105;0;0;0;0;xxxx
4106;0;0;0;0;xxxx
4107;0;1;0;0;xTxx
4108;0;0;0;0;xxxx
4109;0;0;0;0;xxxx
4110;0;0;0;0;xxxx
4111;0;1;0;0;xTxx
4112;0;1;1;0;xTCx
4113;0;0;0;0;xxxx
4114;0;0;0;0;xxxx
4115;0;0;0;0;xxxx
4116;0;0;0;0;xxxx
4117;0;0;0;0;xxxx
4118;1;0;0;1;RxxK
4119;0;0;0;0;xxxx
4120;0;0;0;0;xxxx
4121;0;0;0;1;xxxK
4122;0;1;0;0;xTxx
4123;0;0;0;1;xxxK
4124;0;0;0;0;xxxx
4125;0;0;0;0;xxxx
4126;1;0;1;0;RxCx
4127;0;0;0;0;xxxx
4128;0;0;0;0;xxxx
4129;0;0;0;0;xxxx
4130;0;0;0;0;xxxx
4131;0;0;0;0;xxxx
4132;0;0;0;0;xxxx
4133;0;0;0;1;xxxK
4134;0;0;0;0;xxxx
4135;0;0;0;1;xxxK
4136;0;0;0;0;xxxx
4137;0;1;1;1;xTCK
4138;0;1;0;1;xTxK
4139;0;0;0;0;xxxx
4140;0;1;1;1;xTCK
4141;0;0;0;0;xxxx
4142;0;0;0;0;xxxx
4143;0;0;0;0;xxxx
4144;0;0;0;0;xxxx
4145;0;0;0;0;xxxx
4146;0;0;0;0;xxxx
4147;1;0;0;0;Rxxx
4148;0;0;0;0;xxxx
4149;0;0;0;0;xxxx
4150;0;0;0;1;xxxK
4151;0;0;0;0;xxxx
4152;0;0;0;0;xxxx
4153;0;0;0;0;xxxx
4154;0;0;0;1;xxxK
4155;0;0;0;0;xxxx
4156;0;0;0;0;xxxx
4157;0;0;0;0;xxxx
4158;0;0;0;1;xxxK
4159;0;0;0;0;xxxx
4160;0;0;0;0;xxxx
4161;1;0;1;0;RxCx
4162;0;0;0;1;xxxK
4163;0;0;0;0;xxxx
4164;0;0;0;1;xxxK
4165;0;1;0;1;xTxK
4166;0;1;0;0;xTxx
4167;1;1;0;1;RTxK
4168;0;0;0;0;xxxx
4169;1;0;0;0;Rxxx
4170;0;0;0;0;xxxx
4171;0;0;0;0;xxxx
4172;0;0;0;0;xxxx
4173;0;0;0;0;xxxx
4174;1;0;0;0;Rxxx
4175;0;0;0;0;xxxx
4176;0;0;0;1;xxxK
4177;0;0;0;0;xxxx
4178;0;0;0;0;xxxx
4179;0;1;0;1;xTxK
4180;0;0;0;0;xxxx
4181;0;0;0;0;xxxx
4182;1;1;0;1;RTxK
4183;0;0;0;0;xxxx
4184;0;1;0;0;xTxx
4185;0;1;0;0;xTxx
4186;0;1;1;0;xTCx
4187;1;1;0;1;RTxK
4188;0;0;0;1;xxxK
4189;0;0;0;0;xxxx
4190;0;0;0;0;xxxx
4191;0;0;0;0;xxxx
4192;0;0;0;0;xxxx
4193;0;0;0;0;xxxx
4194;0;0;0;0;xxxx
4195;0;0;0;0;xxxx
4196;0;1;0;0;xTxx
4197;0;0;0;0;xxxx
4198;0;0;0;0;xxxx
4199;0;1;0;1;xTxK
4200;0;0;0;1;xxxK
4201;0;0;0;1;xxxK
4202;0;0;0;0;xxxx
4203;0;0;0;0;xxxx
4204;0;0;0;0;xxxx
4205;0;0;0;0;xxxx
4206;0;0;0;0;xxxx
4207;0;0;0;0;xxxx
4208;0;0;0;0;xxxx
4209;0;0;0;0;xxxx
4210;0;0;0;0;xxxx
4211;0;0;0;0;xxxx
4212;0;0;0;0;xxxx
4213;0;0;0;0;xxxx
4214;0;0;0;0;xxxx
4215;0;0;0;0;xxxx
4216;0;0;0;0;xxxx
4217;0;0;0;0;xxxx
4218;0;0;0;0;xxxx
4219;0;0;0;1;xxxK
4220;0;0;0;0;xxxx
4221;0;0;0;0;xxxx
4222;0;0;0;0;xxxx
4223;0;0;0;0;xxxx
4224;0;0;0;1;xxxK
4225;0;0;0;0;xxxx
4226;0;0;0;1;xxxK
4227;0;0;0;0;xxxx
4228;0;0;0;1;xxxK
4229;0;0;0;0;xxxx
4230;0;0;0;0;xxxx
4231;0;0;0;0;xxxx
4232;0;0;0;1;xxxK
4233;0;1;1;1;xTCK
4234;1;0;1;1;RxCK
4235;0;1;0;1;xTxK
4236;0;0;0;0;xxxx
4237;0;0;0;0;xxxx
4238;0;0;0;1;xxxK
4239;0;0;0;1;xxxK
4240;0;1;0;1;xTxK
4241;1;0;1;1;RxCK
4242;0;0;0;0;xxxx
4243;0;0;0;0;xxxx
4244;0;0;0;0;xxxx
4245;0;0;0;0;xxxx
4246;0;0;0;1;xxxK
4247;0;1;0;1;xTxK
4248;0;0;0;0;xxxx
4249;0;1;0;1;xTxK
4250;0;0;0;0;xxxx
4251;0;0;0;0;xxxx
4252;0;0;0;0;xxxx
4253;0;0;0;1;xxxK
4254;0;0;0;0;xxxx
4255;0;0;0;0;xxxx
4256;0;0;0;1;xxxK
4257;0;0;0;0;xxxx
4258;0;0;0;1;xxxK
4259;0;0;0;0;xxxx
4260;0;0;0;0;xxxx
4261;0;0;0;1;xxxK
4262;0;0;0;0;xxxx
4263;1;0;0;0;Rxxx
4264;0;0;0;0;xxxx
4265;0;0;0;1;xxxK
4266;0;0;0;0;xxxx
4267;0;0;0;0;xxxx
4268;0;0;0;0;xxxx
4269;0;1;0;0;xTxx
4270;0;0;0;0;xxxx
4271;0;0;0;0;xxxx
4272;0;0;0;0;xxxx
4273;0;0;0;0;xxxx
4274;0;0;0;0;xxxx
4275;0;1;0;0;xTxx
4276;0;1;0;0;xTxx
4277;0;0;0;0;xxxx
4278;0;0;0;1;xxxK
4279;0;0;0;1;xxxK
4280;0;0;0;0;xxxx
4281;0;0;0;0;xxxx
4282;0;0;0;0;xxxx
4283;0;1;0;1;xTxK
4284;1;0;1;1;RxCK
4285;0;0;0;0;xxxx
4286;0;0;0;0;xxxx
4287;0;0;0;0;xxxx
4288;0;0;0;0;xxxx
4289;0;1;0;1;xTxK
4290;0;0;0;0;xxxx
4291;0;0;0;0;xxxx
4292;0;0;0;0;xxxx
4293;0;0;0;1;xxxK
4294;0;0;0;0;xxxx
4295;0;0;0;0;xxxx
4296;0;0;0;0;xxxx
4297;0;0;0;0;xxxx
4298;0;0;0;0;xxxx
4299;0;0;0;0;xxxx
4300;1;1;0;1;RTxK
4301;0;0;0;0;xxxx
4302;0;0;0;0;xxxx
4303;0;0;0;0;xxxx
4304;0;1;0;1;xTxK
4305;0;0;0;0;xxxx
4306;0;0;0;0;xxxx
4307;0;0;0;0;xxxx
4308;0;0;0;0;xxxx
4309;0;1;0;0;xTxx
4310;0;0;0;0;xxxx
4311;0;0;0;0;xxxx
4312;0;0;0;1;xxxK
4313;0;0;0;0;xxxx
4314;0;0;0;0;xxxx
4315;0;0;0;0;xxxx
4316;0;0;0;0;xxxx
4317;0;0;0;0;xxxx
4318;0;0;0;0;xxxx
4319;0;0;0;0;xxxx
4320;0;1;0;1;xTxK
4321;0;1;0;1;xTxK
4322;0;0;0;0;xxxx
4323;0;0;0;1;xxxK
4324;0;1;0;0;xTxx
4325;0;0;0;0;xxxx
4326;0;0;0;1;xxxK
4327;0;0;0;0;xxxx
4328;0;0;0;0;xxxx
4329;0;1;1;0;xTCx
4330;1;1;1;1;RTCK
4331;0;0;0;0;xxxx
4332;0;0;0;0;xxxx
4333;0;0;0;0;xxxx
4334;0;0;0;0;xxxx
4335;0;0;0;0;xxxx
4336;0;0;0;0;xxxx
4337;0;0;0;0;xxxx
4338;0;0;0;0;xxxx
4339;0;0;0;0;xxxx
4340;0;0;0;0;xxxx
4341;0;0;0;0;xxxx
4342;0;0;0;0;xxxx
4343;0;1;1;1;xTCK
4344;0;0;0;0;xxxx
4345;0;0;0;0;xxxx
4346;0;1;0;0;xTxx
4347;0;0;1;0;xxCx
4348;0;0;1;0;xxCx
4349;0;0;0;1;xxxK
4350;0;0;0;0;xxxx
4351;0;0;0;0;xxxx
4352;0;0;0;0;xxxx
4353;0;0;0;1;xxxK
4354;0;0;0;0;xxxx
4355;0;0;0;0;xxxx
4356;0;0;0;1;xxxK
4357;0;0;0;0;xxxx
4358;1;0;0;0;Rxxx
4359;0;1;0;0;xTxx
4360;0;0;0;0;xxxx
4361;0;0;0;0;xxxx
4362;0;0;0;0;xxxx
4363;0;0;0;0;xxxx
4364;1;1;0;1;RTxK
4365;0;0;0;0;xxxx
4366;0;0;0;0;xxxx
4367;1;0;1;0;RxCx
4368;0;0;0;0;xxxx
4369;0;0;0;0;xxxx
4370;0;0;0;0;xxxx
4371;0;0;0;0;xxxx
4372;1;0;0;1;RxxK
4373;0;0;0;0;xxxx
4374;0;0;0;1;xxxK
4375;0;0;0;0;xxxx
4376;0;0;0;0;xxxx
4377;0;0;0;0;xxxx
4378;0;1;0;1;xTxK
4379;0;0;0;0;xxxx
4380;0;0;0;0;xxxx
4381;0;0;0;0;xxxx
4382;0;0;0;0;xxxx
4383;0;0;0;0;xxxx
4384;0;0;0;0;xxxx
4385;0;0;0;0;xxxx
4386;0;0;0;1;xxxK
4387;0;0;0;0;xxxx
4388;0;0;0;0;xxxx
4389;0;0;0;0;xxxx
4390;0;0;0;1;xxxK
4391;0;0;0;0;xxxx
4392;0;0;0;0;xxxx
4393;0;0;0;0;xxxx
4394;0;1;0;0;xTxx
4395;0;0;0;0;xxxx
4396;0;0;0;0;xxxx
4397;0;0;0;1;xxxK
4398;0;0;0;0;xxxx
4399;0;0;0;0;xxxx
4400;0;0;0;1;xxxK
4401;0;1;0;1;xTxK
4402;0;0;0;0;xxxx
4403;0;0;0;1;xxxK
4404;0;0;0;0;xxxx
4405;0;1;0;1;xTxK
4406;0;0;0;0;xxxx
4407;0;0;0;0;xxxx
4408;0;0;0;0;xxxx
4409;0;0;0;0;xxxx
4410;0;1;0;1;xTxK
4411;0;1;1;1;xTCK
4412;0;0;0;0;xxxx
4413;0;0;0;0;xxxx
4414;0;0;0;0;xxxx
4415;0;0;0;0;xxxx
4416;0;0;0;0;xxxx
4417;0;1;0;1;xTxK
4418;0;0;0;0;xxxx
4419;0;0;0;0;xxxx
4420;0;0;0;0;xxxx
4421;0;0;0;0;xxxx
4422;0;0;0;0;xxxx
4423;0;0;0;0;xxxx
4424;0;0;0;0;xxxx
4425;1;0;1;1;RxCK
4426;0;0;0;0;xxxx
4427;0;0;0;1;xxxK
4428;0;0;0;0;xxxx
4429;0;1;0;0;xTxx
4430;0;1;1;0;xTCx
4431;1;0;0;0;Rxxx
4432;0;0;0;0;xxxx
4433;0;0;0;0;xxxx
4434;0;0;0;0;xxxx
4435;0;0;0;0;xxxx
4436;0;0;0;0;xxxx
4437;1;0;0;0;Rxxx
4438;0;0;0;1;xxxK
4439;0;1;0;1;xTxK
4440;0;0;0;0;xxxx
4441;0;0;0;0;xxxx
4442;0;0;0;0;xxxx
4443;0;0;0;0;xxxx
4444;0;1;0;1;xTxK
4445;0;0;0;0;xxxx
4446;0;0;0;1;xxxK
4447;0;0;0;0;xxxx
4448;0;0;0;0;xxxx
4449;0;0;0;0;xxxx
4450;0;1;0;0;xTxx
4451;0;0;0;0;xxxx
4452;0;0;0;0;xxxx
4453;0;1;1;1;xTCK
4454;0;0;0;0;xxxx
4455;0;0;0;0;xxxx
4456;0;0;0;0;xxxx
4457;0;0;0;0;xxxx
4458;0;0;0;0;xxxx
4459;1;0;0;0;Rxxx
4460;0;0;0;0;xxxx
4461;0;0;0;0;xxxx
4462;0;0;0;0;xxxx
4463;0;0;0;0;xxxx
4464;0;0;0;0;xxxx
4465;0;0;0;0;xxxx
4466;0;0;0;0;xxxx
4467;0;0;0;0;xxxx
4468;0;0;0;0;xxxx
4469;0;0;0;0;xxxx
4470;0;0;0;0;xxxx
4471;0;1;0;0;xTxx
4472;0;0;0;0;xxxx
4473;0;0;0;0;xxxx
4474;0;0;0;0;xxxx
4475;0;0;0;0;xxxx
4476;1;0;0;0;Rxxx
4477;0;0;0;0;xxxx
4478;0;0;0;0;xxxx
4479;0;0;0;0;xxxx
4480;0;0;0;0;xxxx
4481;0;0;0;0;xxxx
4482;0;0;0;0;xxxx
4483;0;0;0;0;xxxx
4484;0;1;0;0;xTxx
4485;0;0;0;0;xxxx
4486;0;0;0;0;xxxx
4487;0;0;0;1;xxxK
4488;0;0;0;0;xxxx
4489;0;0;0;0;xxxx
4490;0;0;0;0;xxxx
4491;0;0;0;0;xxxx
4492;0;0;0;0;xxxx
4493;0;0;0;0;xxxx
4494;0;0;0;0;xxxx
4495;0;0;0;0;xxxx
4496;1;1;0;0;RTxx
4497;0;0;0;0;xxxx
4498;0;0;0;0;xxxx
4499;0;1;1;0;xTCx
4500;0;0;0;0;xxxx
4501;0;0;0;0;xxxx
4502;0;0;0;0;xxxx
4503;0;1;0;1;xTxK
4504;0;0;0;1;xxxK
4505;0;0;0;0;xxxx
4506;0;0;0;0;xxxx
4507;0;0;0;0;xxxx
4508;0;0;0;0;xxxx
4509;0;0;0;0;xxxx
4510;0;0;0;0;xxxx
4511;0;0;0;1;xxxK
4512;0;0;0;0;xxxx
4513;0;0;0;1;xxxK
4514;0;0;0;0;xxxx
4515;0;0;0;0;xxxx
4516;0;0;0;0;xxxx
4517;0;0;0;0;xxxx
4518;0;0;0;0;xxxx
4519;0;0;0;0;xxxx
4520;0;0;0;0;xxxx
4521;0;0;0;0;xxxx
4522;0;0;0;0;xxxx
4523;0;0;0;0;xxxx
4524;0;0;0;0;xxxx
4525;0;0;0;0;xxxx
4526;0;0;0;0;xxxx
4527;0;0;0;0;xxxx
4528;0;0;0;0;xxxx
4529;0;1;0;0;xTxx
4530;0;0;0;1;xxxK
4531;0;0;0;0;xxxx
4532;0;0;0;0;xxxx
4533;0;0;0;0;xxxx
4534;0;0;0;1;xxxK
4535;0;0;0;0;xxxx
4536;0;0;0;0;xxxx
4537;0;0;0;0;xxxx
4538;0;0;0;0;xxxx
4539;0;0;1;1;xxCK
4540;0;0;0;0;xxxx
4541;0;1;0;1;xTxK
4542;0;0;0;0;xxxx
4543;0;0;0;0;xxxx
4544;0;1;0;1;xTxK
4545;0;0;0;0;xxxx
4546;0;0;0;0;xxxx
4547;0;0;0;0;xxxx
4548;0;0;0;0;xxxx
4549;0;1;0;0;xTxx
4550;0;0;0;1;xxxK
4551;1;0;1;1;RxCK
4552;1;1;1;1;RTCK
4553;0;0;0;0;xxxx
4554;0;0;0;0;xxxx
4555;0;0;0;0;xxxx
4556;0;0;0;0;xxxx
4557;0;0;0;0;xxxx
4558;0;0;0;0;xxxx
4559;0;0;0;0;xxxx
4560;0;0;0;0;xxxx
4561;0;0;0;1;xxxK
4562;0;0;0;0;xxxx
4563;0;0;1;0;xxCx
4564;0;0;0;0;xxxx
4565;0;0;0;0;xxxx
4566;0;0;0;1;xxxK
4567;0;0;0;0;xxxx
4568;0;0;0;0;xxxx
4569;1;1;1;0;RTCx
4570;0;0;0;0;xxxx
4571;0;0;0;0;xxxx
4572;0;0;0;0;xxxx
4573;0;0;0;0;xxxx
4574;0;0;0;0;xxxx
4575;0;0;0;0;xxxx
4576;0;0;0;0;xxxx
4577;0;0;0;0;xxxx
4578;0;0;0;0;xxxx
4579;0;0;0;0;xxxx
4580;0;0;0;0;xxxx
4581;0;0;0;0;xxxx
4582;0;0;0;0;xxxx
4583;0;1;0;0;xTxx
4584;0;0;0;0;xxxx
4585;0;0;0;0;xxxx
4586;0;0;0;0;xxxx
4587;0;0;0;0;xxxx
4588;0;0;0;0;xxxx
4589;1;1;0;0;RTxx
4590;0;0;0;0;xxxx
4591;0;0;0;0;xxxx
4592;0;0;0;0;xxxx
4593;0;0;0;0;xxxx
4594;0;1;1;0;xTCx
4595;0;0;0;0;xxxx
4596;0;0;0;1;xxxK
4597;0;1;0;0;xTxx
4598;0;0;0;1;xxxK
4599;0;0;0;0;xxxx
4600;1;0;0;0;Rxxx
4601;0;0;0;1;xxxK
4602;0;1;0;0;xTxx
4603;0;0;1;0;xxCx
4604;0;0;0;0;xxxx
4605;0;0;0;0;xxxx
4606;0;0;0;0;xxxx
4607;0;0;0;0;xxxx
4608;0;0;0;0;xxxx
4609;1;0;0;0;Rxxx
4610;0;0;0;0;xxxx
4611;0;0;0;0;xxxx
4612;0;0;0;0;xxxx
4613;0;0;0;0;xxxx
4614;0;0;0;0;xxxx
4615;0;0;1;0;xxCx
4616;0;0;0;1;xxxK
4617;0;0;0;0;xxxx
4618;0;0;0;0;xxxx
4619;0;0;0;1;xxxK
4620;0;0;0;0;xxxx
4621;0;0;0;0;xxxx
4622;0;1;1;1;xTCK
4623;0;0;0;0;xxxx
4624;0;0;0;0;xxxx
4625;0;0;0;1;xxxK
4626;0;0;0;0;xxxx
4627;0;0;0;0;xxxx
4628;0;0;0;0;xxxx
4629;0;0;0;1;xxxK
4630;0;0;0;0;xxxx
4631;0;0;0;0;xxxx
4632;0;0;0;0;xxxx
4633;0;0;0;0;xxxx
4634;0;0;0;0;xxxx
4635;0;0;0;0;xxxx
4636;0;0;0;0;xxxx
4637;0;0;0;0;xxxx
4638;0;1;0;0;xTxx
4639;0;0;0;0;xxxx
4640;0;1;0;1;xTxK
4641;0;0;0;0;xxxx
4642;0;0;0;0;xxxx
4643;0;0;0;0;xxxx
4644;0;0;0;0;xxxx
4645;0;0;0;0;xxxx
4646;0;0;0;0;xxxx
4647;0;0;0;0;xxxx
4648;0;0;0;0;xxxx
4649;0;0;0;0;xxxx
4650;0;0;0;0;xxxx
4651;0;0;0;0;xxxx
4652;0;0;1;0;xxCx
4653;0;1;0;0;xTxx
4654;0;0;0;0;xxxx
4655;0;0;0;0;xxxx
