ID;isLast;diagnosisYear;diagnosis5YearPeriod;diagnosisNote;developmentStatus
4336;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4337;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4338;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4339;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4340;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4341;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4342;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4343;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4344;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4345;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4346;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4347;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4348;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4349;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4350;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4351;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4352;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4353;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4354;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4355;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4356;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4357;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4358;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4359;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4360;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4361;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4362;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4363;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4364;false;2014;2010;Arbre à abattre dans les 5 ans;Arbre adulte
4365;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4366;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4367;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4368;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4369;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4370;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4371;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4372;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4373;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4374;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4375;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4376;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4377;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4378;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4379;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4380;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4381;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4382;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4383;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4384;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4385;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4386;false;2013;2010;Arbre à abattre dans les 5 ans;Arbre adulte
4387;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4388;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4389;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4390;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4391;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4392;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4393;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4394;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4395;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4396;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4397;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4398;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4399;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4400;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4401;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4402;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4403;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4404;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4405;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4406;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4407;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4408;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4409;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
4410;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4411;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
4412;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4413;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4414;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4415;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4416;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4417;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4418;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4419;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4420;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4421;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4422;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4423;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4424;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4425;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4426;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4427;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4428;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4429;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4430;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4431;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4432;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4433;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4434;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4435;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4436;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4437;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4438;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4439;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
4440;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4441;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4442;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4443;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4444;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4445;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4446;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4447;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4448;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4449;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4450;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4451;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4452;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4453;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre vieillissant
4454;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4455;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4456;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4457;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4458;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4459;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4460;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4461;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4462;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4463;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4464;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4465;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4466;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4467;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4468;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4469;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4470;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4471;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4472;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4473;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4474;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4475;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4476;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4477;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4478;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4479;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4480;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4481;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4482;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4483;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4484;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
4485;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4486;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4487;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4488;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4489;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4490;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4491;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4492;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4493;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4494;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4495;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4496;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4497;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4498;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4499;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4500;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4501;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4502;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4503;false;2014;2010;Arbre à abattre dans les 10 ans;Arbre adulte
4504;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4505;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4506;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4507;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4508;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4509;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4510;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4511;false;2014;2010;Arbre d'avenir incertain;Arbre vieillissant
4512;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4513;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4514;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4515;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4516;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4517;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4518;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4519;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4520;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4521;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4522;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4523;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4524;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4525;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4526;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4527;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4528;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4529;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4530;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4531;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4532;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4533;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4534;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4535;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4536;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4537;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4538;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4539;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre vieillissant
4540;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4541;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4542;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4543;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4544;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4545;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4546;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4547;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4548;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4549;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4550;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4551;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
4552;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
4553;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4554;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4555;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4556;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4557;false;2013;2010;Arbre d'avenir incertain;Arbre jeune
4558;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4559;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4560;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4561;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4562;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4563;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4564;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4565;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4566;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4567;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4568;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4569;false;2015;2015;Arbre d'avenir incertain;Arbre vieillissant
4570;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4571;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4572;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4573;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4574;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4575;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4576;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4577;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4578;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4579;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4580;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4581;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4582;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4583;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4584;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4585;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4586;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4587;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4588;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4589;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4590;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4591;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4592;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4593;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4594;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4595;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4596;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4597;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4598;false;2014;2010;Arbre d'avenir incertain;Arbre vieillissant
4599;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4600;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4601;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4602;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4603;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4604;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4605;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4606;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4607;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4608;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4609;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4610;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4611;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4612;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4613;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4614;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4615;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4616;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4617;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4618;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4619;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4620;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4621;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4622;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4623;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4624;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4625;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4626;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4627;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4628;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4629;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4630;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4631;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4632;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4633;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4634;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4635;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4636;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4637;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4638;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4639;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4640;false;2015;2015;Arbre à abattre dans les 5 ans;Arbre adulte
4641;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4642;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4643;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4644;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4645;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4646;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4647;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4648;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4649;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4650;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4651;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4652;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4653;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4654;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4655;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4656;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4657;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4658;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4659;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4660;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4661;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4662;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4663;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4664;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4665;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4666;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4667;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4668;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4669;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4670;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4671;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4672;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4673;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4674;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4675;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4676;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4677;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4678;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4679;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4680;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4681;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4682;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
4683;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4684;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4685;false;2014;2010;Arbre à abattre dans les 5 ans;Arbre adulte
4686;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4687;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4688;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4689;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4690;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4691;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4692;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4693;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4694;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4695;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4696;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4697;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4698;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4699;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4700;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4701;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4702;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4703;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4704;false;2013;2010;Arbre d'avenir incertain;Arbre adulte
4705;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4706;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4707;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4708;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4709;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4710;false;2015;2015;Arbre à abattre immédiatement;Arbre adulte
4711;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4712;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4713;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4714;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4715;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4716;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4717;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4718;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4719;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4720;false;2014;2010;Arbre à abattre dans les 5 ans;Arbre adulte
4721;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4722;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4723;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4724;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4725;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4726;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4727;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4728;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4729;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4730;false;2013;2010;Arbre d'avenir incertain;Arbre jeune
4731;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4732;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4733;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4734;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4735;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4736;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
4737;false;2014;2010;Arbre d'avenir incertain;Arbre adulte
4738;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4739;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4740;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4741;false;2014;2010;Arbre à abattre dans les 5 ans;Arbre adulte
4742;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4743;false;2014;2010;Arbre d'avenir incertain;Arbre jeune
4744;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4745;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4746;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4747;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4748;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4749;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4750;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4751;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4752;false;2012;2010;Arbre d'avenir normal;Arbre adulte
4753;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4754;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4755;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4756;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4757;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4758;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4759;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4760;false;2014;2010;Arbre d'avenir normal;Arbre jeune
4761;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4762;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4763;false;2015;2015;Arbre d'avenir incertain;Arbre adulte
4764;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4765;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4766;false;2015;2015;Arbre d'avenir incertain;Arbre jeune
4767;false;2015;2015;Arbre d'avenir normal;Arbre jeune
4768;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4769;false;2015;2015;Arbre à abattre dans les 10 ans;Arbre adulte
4770;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4771;false;2013;2010;Arbre d'avenir normal;Arbre jeune
4772;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4773;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4774;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4775;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4776;false;2013;2010;Arbre d'avenir normal;Arbre adulte
4777;false;2014;2010;Arbre d'avenir normal;Arbre adulte
4778;false;2015;2015;Arbre d'avenir normal;Arbre adulte
4779;false;2015;2015;Arbre d'avenir normal;Arbre adulte
